,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
291663,San Mateo County,CA,Fulton County,GA,94,10309,10309000,1819,2018,2019,inflow,Fulton County-San Mateo County-CA-1819,"San Mateo County, CA"
291664,Volusia County,FL,Fulton County,GA,82,2987,2987000,1819,2018,2019,inflow,Fulton County-Volusia County-FL-1819,"Volusia County, FL"
291665,Buncombe County,NC,Fulton County,GA,72,3269,3269000,1819,2018,2019,inflow,Fulton County-Buncombe County-NC-1819,"Buncombe County, NC"
291666,Collier County,FL,Fulton County,GA,80,4623,4623000,1819,2018,2019,inflow,Fulton County-Collier County-FL-1819,"Collier County, FL"
291667,Sarasota County,FL,Fulton County,GA,80,4836,4836000,1819,2018,2019,inflow,Fulton County-Sarasota County-FL-1819,"Sarasota County, FL"
291668,Virginia Beach city,VA,Fulton County,GA,96,8995,8995000,1819,2018,2019,inflow,Fulton County-Virginia Beach city-VA-1819,"Virginia Beach city, VA"
291669,Polk County,FL,Fulton County,GA,89,2811,2811000,1819,2018,2019,inflow,Fulton County-Polk County-FL-1819,"Polk County, FL"
291670,Barrow County,GA,Fulton County,GA,93,2888,2888000,1819,2018,2019,inflow,Fulton County-Barrow County-GA-1819,"Barrow County, GA"
291671,East Baton Rouge Parish,LA,Fulton County,GA,81,2736,2736000,1819,2018,2019,inflow,Fulton County-East Baton Rouge Parish-LA-1819,"East Baton Rouge Parish, LA"
291672,Dane County,WI,Fulton County,GA,65,3182,3182000,1819,2018,2019,inflow,Fulton County-Dane County-WI-1819,"Dane County, WI"
291673,Lake County,IL,Fulton County,GA,111,7940,7940000,1819,2018,2019,inflow,Fulton County-Lake County-IL-1819,"Lake County, IL"
291674,Brevard County,FL,Fulton County,GA,78,3689,3689000,1819,2018,2019,inflow,Fulton County-Brevard County-FL-1819,"Brevard County, FL"
291675,Escambia County,FL,Fulton County,GA,69,6067,6067000,1819,2018,2019,inflow,Fulton County-Escambia County-FL-1819,"Escambia County, FL"
291676,Floyd County,GA,Fulton County,GA,82,2863,2863000,1819,2018,2019,inflow,Fulton County-Floyd County-GA-1819,"Floyd County, GA"
291677,Lowndes County,GA,Fulton County,GA,70,2575,2575000,1819,2018,2019,inflow,Fulton County-Lowndes County-GA-1819,"Lowndes County, GA"
291678,Lexington County,SC,Fulton County,GA,82,2602,2602000,1819,2018,2019,inflow,Fulton County-Lexington County-SC-1819,"Lexington County, SC"
291679,Shelby County,AL,Fulton County,GA,73,3966,3966000,1819,2018,2019,inflow,Fulton County-Shelby County-AL-1819,"Shelby County, AL"
291680,St. Louis city,MO,Fulton County,GA,67,2631,2631000,1819,2018,2019,inflow,Fulton County-St. Louis city-MO-1819,"St. Louis city, MO"
291681,Fort Bend County,TX,Fulton County,GA,83,7194,7194000,1819,2018,2019,inflow,Fulton County-Fort Bend County-TX-1819,"Fort Bend County, TX"
291682,New Castle County,DE,Fulton County,GA,85,3150,3150000,1819,2018,2019,inflow,Fulton County-New Castle County-DE-1819,"New Castle County, DE"
291683,Oconee County,GA,Fulton County,GA,69,3850,3850000,1819,2018,2019,inflow,Fulton County-Oconee County-GA-1819,"Oconee County, GA"
291684,Morris County,NJ,Fulton County,GA,110,13067,13067000,1819,2018,2019,inflow,Fulton County-Morris County-NJ-1819,"Morris County, NJ"
291685,Orange County,NC,Fulton County,GA,57,2573,2573000,1819,2018,2019,inflow,Fulton County-Orange County-NC-1819,"Orange County, NC"
291686,Montgomery County,PA,Fulton County,GA,84,4523,4523000,1819,2018,2019,inflow,Fulton County-Montgomery County-PA-1819,"Montgomery County, PA"
291687,Richmond city,VA,Fulton County,GA,70,3569,3569000,1819,2018,2019,inflow,Fulton County-Richmond city-VA-1819,"Richmond city, VA"
291688,Pulaski County,AR,Fulton County,GA,86,2245,2245000,1819,2018,2019,inflow,Fulton County-Pulaski County-AR-1819,"Pulaski County, AR"
291689,Arapahoe County,CO,Fulton County,GA,81,5042,5042000,1819,2018,2019,inflow,Fulton County-Arapahoe County-CO-1819,"Arapahoe County, CO"
291690,New Haven County,CT,Fulton County,GA,95,3366,3366000,1819,2018,2019,inflow,Fulton County-New Haven County-CT-1819,"New Haven County, CT"
291691,Williamson County,TN,Fulton County,GA,84,7003,7003000,1819,2018,2019,inflow,Fulton County-Williamson County-TN-1819,"Williamson County, TN"
291692,Bay County,FL,Fulton County,GA,84,4854,4854000,1819,2018,2019,inflow,Fulton County-Bay County-FL-1819,"Bay County, FL"
291693,Rutherford County,TN,Fulton County,GA,72,2467,2467000,1819,2018,2019,inflow,Fulton County-Rutherford County-TN-1819,"Rutherford County, TN"
291694,Sacramento County,CA,Fulton County,GA,82,2568,2568000,1819,2018,2019,inflow,Fulton County-Sacramento County-CA-1819,"Sacramento County, CA"
291695,St. Johns County,FL,Fulton County,GA,75,4448,4448000,1819,2018,2019,inflow,Fulton County-St. Johns County-FL-1819,"St. Johns County, FL"
291696,Dawson County,GA,Fulton County,GA,66,2787,2787000,1819,2018,2019,inflow,Fulton County-Dawson County-GA-1819,"Dawson County, GA"
291697,Johnson County,KS,Fulton County,GA,87,10633,10633000,1819,2018,2019,inflow,Fulton County-Johnson County-KS-1819,"Johnson County, KS"
291698,Denton County,TX,Fulton County,GA,81,4845,4845000,1819,2018,2019,inflow,Fulton County-Denton County-TX-1819,"Denton County, TX"
291699,Pasco County,FL,Fulton County,GA,93,4950,4950000,1819,2018,2019,inflow,Fulton County-Pasco County-FL-1819,"Pasco County, FL"
291700,Glynn County,GA,Fulton County,GA,64,2358,2358000,1819,2018,2019,inflow,Fulton County-Glynn County-GA-1819,"Glynn County, GA"
291701,Somerset County,NJ,Fulton County,GA,67,3196,3196000,1819,2018,2019,inflow,Fulton County-Somerset County-NJ-1819,"Somerset County, NJ"
291702,Beaufort County,SC,Fulton County,GA,57,3441,3441000,1819,2018,2019,inflow,Fulton County-Beaufort County-SC-1819,"Beaufort County, SC"
291703,Riverside County,CA,Fulton County,GA,70,3845,3845000,1819,2018,2019,inflow,Fulton County-Riverside County-CA-1819,"Riverside County, CA"
291704,Washtenaw County,MI,Fulton County,GA,50,2904,2904000,1819,2018,2019,inflow,Fulton County-Washtenaw County-MI-1819,"Washtenaw County, MI"
291705,Madison County,MS,Fulton County,GA,71,4001,4001000,1819,2018,2019,inflow,Fulton County-Madison County-MS-1819,"Madison County, MS"
291706,Tuscaloosa County,AL,Fulton County,GA,60,1937,1937000,1819,2018,2019,inflow,Fulton County-Tuscaloosa County-AL-1819,"Tuscaloosa County, AL"
291707,Douglas County,CO,Fulton County,GA,74,4056,4056000,1819,2018,2019,inflow,Fulton County-Douglas County-CO-1819,"Douglas County, CO"
291708,El Paso County,CO,Fulton County,GA,80,2131,2131000,1819,2018,2019,inflow,Fulton County-El Paso County-CO-1819,"El Paso County, CO"
291709,Bulloch County,GA,Fulton County,GA,55,1285,1285000,1819,2018,2019,inflow,Fulton County-Bulloch County-GA-1819,"Bulloch County, GA"
291710,Jackson County,GA,Fulton County,GA,69,2920,2920000,1819,2018,2019,inflow,Fulton County-Jackson County-GA-1819,"Jackson County, GA"
291711,Norfolk County,MA,Fulton County,GA,67,2687,2687000,1819,2018,2019,inflow,Fulton County-Norfolk County-MA-1819,"Norfolk County, MA"
291712,Cumberland County,NC,Fulton County,GA,75,1248,1248000,1819,2018,2019,inflow,Fulton County-Cumberland County-NC-1819,"Cumberland County, NC"
291713,Salt Lake County,UT,Fulton County,GA,68,2311,2311000,1819,2018,2019,inflow,Fulton County-Salt Lake County-UT-1819,"Salt Lake County, UT"
291714,Alexandria city,VA,Fulton County,GA,63,7497,7497000,1819,2018,2019,inflow,Fulton County-Alexandria city-VA-1819,"Alexandria city, VA"
291715,Anne Arundel County,MD,Fulton County,GA,77,4074,4074000,1819,2018,2019,inflow,Fulton County-Anne Arundel County-MD-1819,"Anne Arundel County, MD"
291716,Hinds County,MS,Fulton County,GA,58,1383,1383000,1819,2018,2019,inflow,Fulton County-Hinds County-MS-1819,"Hinds County, MS"
291717,Bernalillo County,NM,Fulton County,GA,59,2895,2895000,1819,2018,2019,inflow,Fulton County-Bernalillo County-NM-1819,"Bernalillo County, NM"
291718,San Bernardino County,CA,Fulton County,GA,56,1589,1589000,1819,2018,2019,inflow,Fulton County-San Bernardino County-CA-1819,"San Bernardino County, CA"
291719,Lumpkin County,GA,Fulton County,GA,50,1812,1812000,1819,2018,2019,inflow,Fulton County-Lumpkin County-GA-1819,"Lumpkin County, GA"
291720,New Hanover County,NC,Fulton County,GA,49,3758,3758000,1819,2018,2019,inflow,Fulton County-New Hanover County-NC-1819,"New Hanover County, NC"
291721,Manatee County,FL,Fulton County,GA,62,3743,3743000,1819,2018,2019,inflow,Fulton County-Manatee County-FL-1819,"Manatee County, FL"
291722,Champaign County,IL,Fulton County,GA,55,1751,1751000,1819,2018,2019,inflow,Fulton County-Champaign County-IL-1819,"Champaign County, IL"
291723,Fayette County,KY,Fulton County,GA,43,1900,1900000,1819,2018,2019,inflow,Fulton County-Fayette County-KY-1819,"Fayette County, KY"
291724,Union County,NJ,Fulton County,GA,58,3741,3741000,1819,2018,2019,inflow,Fulton County-Union County-NJ-1819,"Union County, NJ"
291725,Aiken County,SC,Fulton County,GA,67,2121,2121000,1819,2018,2019,inflow,Fulton County-Aiken County-SC-1819,"Aiken County, SC"
291726,Norfolk city,VA,Fulton County,GA,60,3594,3594000,1819,2018,2019,inflow,Fulton County-Norfolk city-VA-1819,"Norfolk city, VA"
291727,Jackson County,MO,Fulton County,GA,62,2269,2269000,1819,2018,2019,inflow,Fulton County-Jackson County-MO-1819,"Jackson County, MO"
291728,Erie County,NY,Fulton County,GA,42,1721,1721000,1819,2018,2019,inflow,Fulton County-Erie County-NY-1819,"Erie County, NY"
291729,Montgomery County,OH,Fulton County,GA,65,2019,2019000,1819,2018,2019,inflow,Fulton County-Montgomery County-OH-1819,"Montgomery County, OH"
291730,Chester County,PA,Fulton County,GA,78,5031,5031000,1819,2018,2019,inflow,Fulton County-Chester County-PA-1819,"Chester County, PA"
291731,Oklahoma County,OK,Fulton County,GA,76,3066,3066000,1819,2018,2019,inflow,Fulton County-Oklahoma County-OK-1819,"Oklahoma County, OK"
291732,Prince William County,VA,Fulton County,GA,55,3231,3231000,1819,2018,2019,inflow,Fulton County-Prince William County-VA-1819,"Prince William County, VA"
291733,Okaloosa County,FL,Fulton County,GA,57,1859,1859000,1819,2018,2019,inflow,Fulton County-Okaloosa County-FL-1819,"Okaloosa County, FL"
291734,Honolulu County,HI,Fulton County,GA,55,2097,2097000,1819,2018,2019,inflow,Fulton County-Honolulu County-HI-1819,"Honolulu County, HI"
291735,Jefferson Parish,LA,Fulton County,GA,62,1263,1263000,1819,2018,2019,inflow,Fulton County-Jefferson Parish-LA-1819,"Jefferson Parish, LA"
291736,Baldwin County,AL,Fulton County,GA,53,5674,5674000,1819,2018,2019,inflow,Fulton County-Baldwin County-AL-1819,"Baldwin County, AL"
291737,Providence County,RI,Fulton County,GA,42,1628,1628000,1819,2018,2019,inflow,Fulton County-Providence County-RI-1819,"Providence County, RI"
291738,Loudoun County,VA,Fulton County,GA,58,3802,3802000,1819,2018,2019,inflow,Fulton County-Loudoun County-VA-1819,"Loudoun County, VA"
291739,Burlington County,NJ,Fulton County,GA,44,1906,1906000,1819,2018,2019,inflow,Fulton County-Burlington County-NJ-1819,"Burlington County, NJ"
291740,Union County,NC,Fulton County,GA,50,3104,3104000,1819,2018,2019,inflow,Fulton County-Union County-NC-1819,"Union County, NC"
291741,Baldwin County,GA,Fulton County,GA,46,1665,1665000,1819,2018,2019,inflow,Fulton County-Baldwin County-GA-1819,"Baldwin County, GA"
291742,Habersham County,GA,Fulton County,GA,44,1908,1908000,1819,2018,2019,inflow,Fulton County-Habersham County-GA-1819,"Habersham County, GA"
291743,Kent County,MI,Fulton County,GA,38,1835,1835000,1819,2018,2019,inflow,Fulton County-Kent County-MI-1819,"Kent County, MI"
291744,Macomb County,MI,Fulton County,GA,48,1161,1161000,1819,2018,2019,inflow,Fulton County-Macomb County-MI-1819,"Macomb County, MI"
291745,Warren County,OH,Fulton County,GA,65,4263,4263000,1819,2018,2019,inflow,Fulton County-Warren County-OH-1819,"Warren County, OH"
291746,Pima County,AZ,Fulton County,GA,39,2165,2165000,1819,2018,2019,inflow,Fulton County-Pima County-AZ-1819,"Pima County, AZ"
291747,Passaic County,NJ,Fulton County,GA,49,1612,1612000,1819,2018,2019,inflow,Fulton County-Passaic County-NJ-1819,"Passaic County, NJ"
291748,Walton County,FL,Fulton County,GA,35,5719,5719000,1819,2018,2019,inflow,Fulton County-Walton County-FL-1819,"Walton County, FL"
291749,Essex County,MA,Fulton County,GA,44,1589,1589000,1819,2018,2019,inflow,Fulton County-Essex County-MA-1819,"Essex County, MA"
291750,Worcester County,MA,Fulton County,GA,45,2358,2358000,1819,2018,2019,inflow,Fulton County-Worcester County-MA-1819,"Worcester County, MA"
291751,Douglas County,NE,Fulton County,GA,44,1881,1881000,1819,2018,2019,inflow,Fulton County-Douglas County-NE-1819,"Douglas County, NE"
291752,Spartanburg County,SC,Fulton County,GA,33,1818,1818000,1819,2018,2019,inflow,Fulton County-Spartanburg County-SC-1819,"Spartanburg County, SC"
291753,Williamson County,TX,Fulton County,GA,36,1592,1592000,1819,2018,2019,inflow,Fulton County-Williamson County-TX-1819,"Williamson County, TX"
291754,Pierce County,WA,Fulton County,GA,51,2208,2208000,1819,2018,2019,inflow,Fulton County-Pierce County-WA-1819,"Pierce County, WA"
291755,St. Lucie County,FL,Fulton County,GA,45,1189,1189000,1819,2018,2019,inflow,Fulton County-St. Lucie County-FL-1819,"St. Lucie County, FL"
291756,Hamilton County,IN,Fulton County,GA,59,3041,3041000,1819,2018,2019,inflow,Fulton County-Hamilton County-IN-1819,"Hamilton County, IN"
291757,Montgomery County,TN,Fulton County,GA,35,596,596000,1819,2018,2019,inflow,Fulton County-Montgomery County-TN-1819,"Montgomery County, TN"
291758,Albemarle County,VA,Fulton County,GA,35,1534,1534000,1819,2018,2019,inflow,Fulton County-Albemarle County-VA-1819,"Albemarle County, VA"
291759,Benton County,AR,Fulton County,GA,39,2623,2623000,1819,2018,2019,inflow,Fulton County-Benton County-AR-1819,"Benton County, AR"
291760,Ventura County,CA,Fulton County,GA,41,1135,1135000,1819,2018,2019,inflow,Fulton County-Ventura County-CA-1819,"Ventura County, CA"
291761,Osceola County,FL,Fulton County,GA,50,1104,1104000,1819,2018,2019,inflow,Fulton County-Osceola County-FL-1819,"Osceola County, FL"
291762,Will County,IL,Fulton County,GA,46,2869,2869000,1819,2018,2019,inflow,Fulton County-Will County-IL-1819,"Will County, IL"
291763,Mercer County,NJ,Fulton County,GA,38,1439,1439000,1819,2018,2019,inflow,Fulton County-Mercer County-NJ-1819,"Mercer County, NJ"
291764,Summit County,OH,Fulton County,GA,37,1638,1638000,1819,2018,2019,inflow,Fulton County-Summit County-OH-1819,"Summit County, OH"
291765,Montgomery County,TX,Fulton County,GA,50,1922,1922000,1819,2018,2019,inflow,Fulton County-Montgomery County-TX-1819,"Montgomery County, TX"
291766,Laurens County,GA,Fulton County,GA,33,707,707000,1819,2018,2019,inflow,Fulton County-Laurens County-GA-1819,"Laurens County, GA"
291767,Sumter County,GA,Fulton County,GA,49,937,937000,1819,2018,2019,inflow,Fulton County-Sumter County-GA-1819,"Sumter County, GA"
291768,McLean County,IL,Fulton County,GA,51,1788,1788000,1819,2018,2019,inflow,Fulton County-McLean County-IL-1819,"McLean County, IL"
291769,Onondaga County,NY,Fulton County,GA,34,1608,1608000,1819,2018,2019,inflow,Fulton County-Onondaga County-NY-1819,"Onondaga County, NY"
291770,El Paso County,TX,Fulton County,GA,40,1266,1266000,1819,2018,2019,inflow,Fulton County-El Paso County-TX-1819,"El Paso County, TX"
291771,Houston County,AL,Fulton County,GA,29,815,815000,1819,2018,2019,inflow,Fulton County-Houston County-AL-1819,"Houston County, AL"
291772,Marion County,FL,Fulton County,GA,42,1604,1604000,1819,2018,2019,inflow,Fulton County-Marion County-FL-1819,"Marion County, FL"
291773,Pickens County,GA,Fulton County,GA,29,951,951000,1819,2018,2019,inflow,Fulton County-Pickens County-GA-1819,"Pickens County, GA"
291774,Whitfield County,GA,Fulton County,GA,35,1146,1146000,1819,2018,2019,inflow,Fulton County-Whitfield County-GA-1819,"Whitfield County, GA"
291775,Lafayette Parish,LA,Fulton County,GA,32,907,907000,1819,2018,2019,inflow,Fulton County-Lafayette Parish-LA-1819,"Lafayette Parish, LA"
291776,Howard County,MD,Fulton County,GA,39,3193,3193000,1819,2018,2019,inflow,Fulton County-Howard County-MD-1819,"Howard County, MD"
291777,Ramsey County,MN,Fulton County,GA,32,1262,1262000,1819,2018,2019,inflow,Fulton County-Ramsey County-MN-1819,"Ramsey County, MN"
291778,Albany County,NY,Fulton County,GA,37,1255,1255000,1819,2018,2019,inflow,Fulton County-Albany County-NY-1819,"Albany County, NY"
291779,Bucks County,PA,Fulton County,GA,37,1425,1425000,1819,2018,2019,inflow,Fulton County-Bucks County-PA-1819,"Bucks County, PA"
291780,York County,SC,Fulton County,GA,31,918,918000,1819,2018,2019,inflow,Fulton County-York County-SC-1819,"York County, SC"
291781,Bell County,TX,Fulton County,GA,49,1041,1041000,1819,2018,2019,inflow,Fulton County-Bell County-TX-1819,"Bell County, TX"
291782,Liberty County,GA,Fulton County,GA,34,717,717000,1819,2018,2019,inflow,Fulton County-Liberty County-GA-1819,"Liberty County, GA"
291783,Harrison County,MS,Fulton County,GA,35,1346,1346000,1819,2018,2019,inflow,Fulton County-Harrison County-MS-1819,"Harrison County, MS"
291784,St. Charles County,MO,Fulton County,GA,43,1778,1778000,1819,2018,2019,inflow,Fulton County-St. Charles County-MO-1819,"St. Charles County, MO"
291785,Delaware County,OH,Fulton County,GA,45,2856,2856000,1819,2018,2019,inflow,Fulton County-Delaware County-OH-1819,"Delaware County, OH"
291786,Lucas County,OH,Fulton County,GA,34,886,886000,1819,2018,2019,inflow,Fulton County-Lucas County-OH-1819,"Lucas County, OH"
291787,Delaware County,PA,Fulton County,GA,36,1516,1516000,1819,2018,2019,inflow,Fulton County-Delaware County-PA-1819,"Delaware County, PA"
291788,Berkeley County,SC,Fulton County,GA,31,1631,1631000,1819,2018,2019,inflow,Fulton County-Berkeley County-SC-1819,"Berkeley County, SC"
291789,Calhoun County,AL,Fulton County,GA,24,816,816000,1819,2018,2019,inflow,Fulton County-Calhoun County-AL-1819,"Calhoun County, AL"
291790,Russell County,AL,Fulton County,GA,34,994,994000,1819,2018,2019,inflow,Fulton County-Russell County-AL-1819,"Russell County, AL"
291791,Lake County,IN,Fulton County,GA,42,1086,1086000,1819,2018,2019,inflow,Fulton County-Lake County-IN-1819,"Lake County, IN"
291792,Tippecanoe County,IN,Fulton County,GA,24,304,304000,1819,2018,2019,inflow,Fulton County-Tippecanoe County-IN-1819,"Tippecanoe County, IN"
291793,Sedgwick County,KS,Fulton County,GA,36,1726,1726000,1819,2018,2019,inflow,Fulton County-Sedgwick County-KS-1819,"Sedgwick County, KS"
291794,Utah County,UT,Fulton County,GA,42,1480,1480000,1819,2018,2019,inflow,Fulton County-Utah County-UT-1819,"Utah County, UT"
291907,Gwinnett County Total Migration-US and Foreign,GA,Gwinnett County,GA,55890,1482239,1482239000,1819,2018,2019,inflow,Gwinnett County total migration-1819,"Gwinnett County Total Migration-US and Foreign, GA"
291913,DeKalb County,GA,Gwinnett County,GA,11547,261314,261314000,1819,2018,2019,inflow,Gwinnett County-DeKalb County-GA-1819,"DeKalb County, GA"
291914,Fulton County,GA,Gwinnett County,GA,5520,183831,183831000,1819,2018,2019,inflow,Gwinnett County-Fulton County-GA-1819,"Fulton County, GA"
291915,Cobb County,GA,Gwinnett County,GA,2249,59776,59776000,1819,2018,2019,inflow,Gwinnett County-Cobb County-GA-1819,"Cobb County, GA"
291916,Hall County,GA,Gwinnett County,GA,1685,46474,46474000,1819,2018,2019,inflow,Gwinnett County-Hall County-GA-1819,"Hall County, GA"
291917,Forsyth County,GA,Gwinnett County,GA,1267,44778,44778000,1819,2018,2019,inflow,Gwinnett County-Forsyth County-GA-1819,"Forsyth County, GA"
291918,Barrow County,GA,Gwinnett County,GA,1192,25407,25407000,1819,2018,2019,inflow,Gwinnett County-Barrow County-GA-1819,"Barrow County, GA"
291919,Walton County,GA,Gwinnett County,GA,1060,27811,27811000,1819,2018,2019,inflow,Gwinnett County-Walton County-GA-1819,"Walton County, GA"
291920,Clayton County,GA,Gwinnett County,GA,913,14088,14088000,1819,2018,2019,inflow,Gwinnett County-Clayton County-GA-1819,"Clayton County, GA"
291921,Broward County,FL,Gwinnett County,GA,662,11852,11852000,1819,2018,2019,inflow,Gwinnett County-Broward County-FL-1819,"Broward County, FL"
291922,Rockdale County,GA,Gwinnett County,GA,589,12460,12460000,1819,2018,2019,inflow,Gwinnett County-Rockdale County-GA-1819,"Rockdale County, GA"
291923,Miami-Dade County,FL,Gwinnett County,GA,581,9822,9822000,1819,2018,2019,inflow,Gwinnett County-Miami-Dade County-FL-1819,"Miami-Dade County, FL"
291924,Henry County,GA,Gwinnett County,GA,534,11823,11823000,1819,2018,2019,inflow,Gwinnett County-Henry County-GA-1819,"Henry County, GA"
291925,Newton County,GA,Gwinnett County,GA,516,11116,11116000,1819,2018,2019,inflow,Gwinnett County-Newton County-GA-1819,"Newton County, GA"
291926,Los Angeles County,CA,Gwinnett County,GA,480,11807,11807000,1819,2018,2019,inflow,Gwinnett County-Los Angeles County-CA-1819,"Los Angeles County, CA"
291927,Queens County,NY,Gwinnett County,GA,496,9855,9855000,1819,2018,2019,inflow,Gwinnett County-Queens County-NY-1819,"Queens County, NY"
291928,Clarke County,GA,Gwinnett County,GA,398,9047,9047000,1819,2018,2019,inflow,Gwinnett County-Clarke County-GA-1819,"Clarke County, GA"
291929,Cherokee County,GA,Gwinnett County,GA,426,12849,12849000,1819,2018,2019,inflow,Gwinnett County-Cherokee County-GA-1819,"Cherokee County, GA"
291930,Jackson County,GA,Gwinnett County,GA,465,21230,21230000,1819,2018,2019,inflow,Gwinnett County-Jackson County-GA-1819,"Jackson County, GA"
291931,Kings County,NY,Gwinnett County,GA,419,7735,7735000,1819,2018,2019,inflow,Gwinnett County-Kings County-NY-1819,"Kings County, NY"
291932,Cook County,IL,Gwinnett County,GA,392,9708,9708000,1819,2018,2019,inflow,Gwinnett County-Cook County-IL-1819,"Cook County, IL"
291933,Orange County,FL,Gwinnett County,GA,373,6595,6595000,1819,2018,2019,inflow,Gwinnett County-Orange County-FL-1819,"Orange County, FL"
291934,Harris County,TX,Gwinnett County,GA,348,7442,7442000,1819,2018,2019,inflow,Gwinnett County-Harris County-TX-1819,"Harris County, TX"
291935,Douglas County,GA,Gwinnett County,GA,328,6707,6707000,1819,2018,2019,inflow,Gwinnett County-Douglas County-GA-1819,"Douglas County, GA"
291936,Hillsborough County,FL,Gwinnett County,GA,297,6601,6601000,1819,2018,2019,inflow,Gwinnett County-Hillsborough County-FL-1819,"Hillsborough County, FL"
291937,Mecklenburg County,NC,Gwinnett County,GA,245,6696,6696000,1819,2018,2019,inflow,Gwinnett County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
291938,Bronx County,NY,Gwinnett County,GA,306,4986,4986000,1819,2018,2019,inflow,Gwinnett County-Bronx County-NY-1819,"Bronx County, NY"
291939,Palm Beach County,FL,Gwinnett County,GA,248,6162,6162000,1819,2018,2019,inflow,Gwinnett County-Palm Beach County-FL-1819,"Palm Beach County, FL"
291940,Chatham County,GA,Gwinnett County,GA,226,4513,4513000,1819,2018,2019,inflow,Gwinnett County-Chatham County-GA-1819,"Chatham County, GA"
291941,Duval County,FL,Gwinnett County,GA,207,5138,5138000,1819,2018,2019,inflow,Gwinnett County-Duval County-FL-1819,"Duval County, FL"
291942,Shelby County,TN,Gwinnett County,GA,201,3500,3500000,1819,2018,2019,inflow,Gwinnett County-Shelby County-TN-1819,"Shelby County, TN"
291943,Suffolk County,NY,Gwinnett County,GA,195,4725,4725000,1819,2018,2019,inflow,Gwinnett County-Suffolk County-NY-1819,"Suffolk County, NY"
291944,Jefferson County,AL,Gwinnett County,GA,190,4967,4967000,1819,2018,2019,inflow,Gwinnett County-Jefferson County-AL-1819,"Jefferson County, AL"
291945,Orange County,CA,Gwinnett County,GA,225,4823,4823000,1819,2018,2019,inflow,Gwinnett County-Orange County-CA-1819,"Orange County, CA"
291946,Essex County,NJ,Gwinnett County,GA,178,3593,3593000,1819,2018,2019,inflow,Gwinnett County-Essex County-NJ-1819,"Essex County, NJ"
291947,Maricopa County,AZ,Gwinnett County,GA,194,5586,5586000,1819,2018,2019,inflow,Gwinnett County-Maricopa County-AZ-1819,"Maricopa County, AZ"
291948,Paulding County,GA,Gwinnett County,GA,188,4195,4195000,1819,2018,2019,inflow,Gwinnett County-Paulding County-GA-1819,"Paulding County, GA"
291949,Nassau County,NY,Gwinnett County,GA,164,4686,4686000,1819,2018,2019,inflow,Gwinnett County-Nassau County-NY-1819,"Nassau County, NY"
291950,Davidson County,TN,Gwinnett County,GA,159,3956,3956000,1819,2018,2019,inflow,Gwinnett County-Davidson County-TN-1819,"Davidson County, TN"
291951,Muscogee County,GA,Gwinnett County,GA,157,3536,3536000,1819,2018,2019,inflow,Gwinnett County-Muscogee County-GA-1819,"Muscogee County, GA"
291952,Richmond County,GA,Gwinnett County,GA,149,3498,3498000,1819,2018,2019,inflow,Gwinnett County-Richmond County-GA-1819,"Richmond County, GA"
291953,Wake County,NC,Gwinnett County,GA,171,5453,5453000,1819,2018,2019,inflow,Gwinnett County-Wake County-NC-1819,"Wake County, NC"
291954,San Diego County,CA,Gwinnett County,GA,148,4539,4539000,1819,2018,2019,inflow,Gwinnett County-San Diego County-CA-1819,"San Diego County, CA"
291955,Fayette County,GA,Gwinnett County,GA,134,3369,3369000,1819,2018,2019,inflow,Gwinnett County-Fayette County-GA-1819,"Fayette County, GA"
291956,New York County,NY,Gwinnett County,GA,133,2979,2979000,1819,2018,2019,inflow,Gwinnett County-New York County-NY-1819,"New York County, NY"
291957,Dallas County,TX,Gwinnett County,GA,127,3343,3343000,1819,2018,2019,inflow,Gwinnett County-Dallas County-TX-1819,"Dallas County, TX"
291958,Lee County,FL,Gwinnett County,GA,164,3556,3556000,1819,2018,2019,inflow,Gwinnett County-Lee County-FL-1819,"Lee County, FL"
291959,Tarrant County,TX,Gwinnett County,GA,157,3149,3149000,1819,2018,2019,inflow,Gwinnett County-Tarrant County-TX-1819,"Tarrant County, TX"
291960,Bibb County,GA,Gwinnett County,GA,150,2741,2741000,1819,2018,2019,inflow,Gwinnett County-Bibb County-GA-1819,"Bibb County, GA"
291961,Clark County,NV,Gwinnett County,GA,151,3780,3780000,1819,2018,2019,inflow,Gwinnett County-Clark County-NV-1819,"Clark County, NV"
291962,Prince George's County,MD,Gwinnett County,GA,137,3385,3385000,1819,2018,2019,inflow,Gwinnett County-Prince George's County-MD-1819,"Prince George's County, MD"
291963,Bergen County,NJ,Gwinnett County,GA,158,4630,4630000,1819,2018,2019,inflow,Gwinnett County-Bergen County-NJ-1819,"Bergen County, NJ"
291964,Hamilton County,TN,Gwinnett County,GA,129,2921,2921000,1819,2018,2019,inflow,Gwinnett County-Hamilton County-TN-1819,"Hamilton County, TN"
291965,Philadelphia County,PA,Gwinnett County,GA,173,2474,2474000,1819,2018,2019,inflow,Gwinnett County-Philadelphia County-PA-1819,"Philadelphia County, PA"
291966,Greenville County,SC,Gwinnett County,GA,133,3579,3579000,1819,2018,2019,inflow,Gwinnett County-Greenville County-SC-1819,"Greenville County, SC"
