,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
3414,Cherokee County-Forsyth County-GA-1920,"Forsyth County, GA",1920,2019,2020,941,46300000,662,28971000,279,17329000,Cherokee County,Cherokee County-Forsyth County-GA
3415,Cherokee County-Gwinnett County-GA-1920,"Gwinnett County, GA",1920,2019,2020,759,27065000,444,14883000,315,12182000,Cherokee County,Cherokee County-Gwinnett County-GA
3416,Cherokee County-DeKalb County-GA-1920,"DeKalb County, GA",1920,2019,2020,447,20099000,247,9480000,200,10619000,Cherokee County,Cherokee County-DeKalb County-GA
3417,Cherokee County-Bartow County-GA-1920,"Bartow County, GA",1920,2019,2020,518,12462000,1049,27922000,-531,-15460000,Cherokee County,Cherokee County-Bartow County-GA
3418,Cherokee County-Pickens County-GA-1920,"Pickens County, GA",1920,2019,2020,509,13306000,822,24396000,-313,-11090000,Cherokee County,Cherokee County-Pickens County-GA
3419,Cherokee County-Paulding County-GA-1920,"Paulding County, GA",1920,2019,2020,485,22582000,669,18091000,-184,4491000,Cherokee County,Cherokee County-Paulding County-GA
3420,Cherokee County-Gilmer County-GA-1920,"Gilmer County, GA",1920,2019,2020,172,5656000,161,6819000,11,-1163000,Cherokee County,Cherokee County-Gilmer County-GA
3421,Cherokee County-Henry County-GA-1920,"Henry County, GA",1920,2019,2020,151,7595000,67,1795000,84,5800000,Cherokee County,Cherokee County-Henry County-GA
3422,Cherokee County-Broward County-FL-1920,"Broward County, FL",1920,2019,2020,136,5326000,59,1892000,77,3434000,Cherokee County,Cherokee County-Broward County-FL
3423,Cherokee County-Douglas County-GA-1920,"Douglas County, GA",1920,2019,2020,126,3775000,91,1557000,35,2218000,Cherokee County,Cherokee County-Douglas County-GA
3424,Cherokee County-Hall County-GA-1920,"Hall County, GA",1920,2019,2020,93,3355000,193,8928000,-100,-5573000,Cherokee County,Cherokee County-Hall County-GA
3425,Cherokee County-Clayton County-GA-1920,"Clayton County, GA",1920,2019,2020,117,1877000,45,920000,72,957000,Cherokee County,Cherokee County-Clayton County-GA
3426,Cherokee County-Hillsborough County-FL-1920,"Hillsborough County, FL",1920,2019,2020,112,2921000,50,2340000,62,581000,Cherokee County,Cherokee County-Hillsborough County-FL
3427,Cherokee County-Miami-Dade County-FL-1920,"Miami-Dade County, FL",1920,2019,2020,91,2326000,43,709000,48,1617000,Cherokee County,Cherokee County-Miami-Dade County-FL
3428,Cherokee County-Palm Beach County-FL-1920,"Palm Beach County, FL",1920,2019,2020,100,3246000,73,2326000,27,920000,Cherokee County,Cherokee County-Palm Beach County-FL
3429,Cherokee County-Coweta County-GA-1920,"Coweta County, GA",1920,2019,2020,83,3670000,54,1825000,29,1845000,Cherokee County,Cherokee County-Coweta County-GA
3430,Cherokee County-Floyd County-GA-1920,"Floyd County, GA",1920,2019,2020,69,2350000,108,2577000,-39,-227000,Cherokee County,Cherokee County-Floyd County-GA
3431,Cherokee County-Pinellas County-FL-1920,"Pinellas County, FL",1920,2019,2020,67,2588000,53,2269000,14,319000,Cherokee County,Cherokee County-Pinellas County-FL
3432,Cherokee County-Maricopa County-AZ-1920,"Maricopa County, AZ",1920,2019,2020,79,3630000,62,2845000,17,785000,Cherokee County,Cherokee County-Maricopa County-AZ
3433,Cherokee County-Fannin County-GA-1920,"Fannin County, GA",1920,2019,2020,67,2648000,82,6675000,-15,-4027000,Cherokee County,Cherokee County-Fannin County-GA
3434,Cherokee County-Orange County-FL-1920,"Orange County, FL",1920,2019,2020,54,1874000,55,2460000,-1,-586000,Cherokee County,Cherokee County-Orange County-FL
3435,Cherokee County-Dawson County-GA-1920,"Dawson County, GA",1920,2019,2020,58,2015000,127,3352000,-69,-1337000,Cherokee County,Cherokee County-Dawson County-GA
3436,Cherokee County-Carroll County-GA-1920,"Carroll County, GA",1920,2019,2020,62,1374000,64,1480000,-2,-106000,Cherokee County,Cherokee County-Carroll County-GA
3437,Cherokee County-Chatham County-GA-1920,"Chatham County, GA",1920,2019,2020,70,2538000,52,2209000,18,329000,Cherokee County,Cherokee County-Chatham County-GA
3438,Cherokee County-Duval County-FL-1920,"Duval County, FL",1920,2019,2020,54,1753000,40,1562000,14,191000,Cherokee County,Cherokee County-Duval County-FL
3439,Cherokee County-Gordon County-GA-1920,"Gordon County, GA",1920,2019,2020,54,1383000,156,6936000,-102,-5553000,Cherokee County,Cherokee County-Gordon County-GA
3440,Cherokee County-Lumpkin County-GA-1920,"Lumpkin County, GA",1920,2019,2020,47,2350000,59,1222000,-12,1128000,Cherokee County,Cherokee County-Lumpkin County-GA
3441,Cherokee County-Clarke County-GA-1920,"Clarke County, GA",1920,2019,2020,44,989000,30,908000,14,81000,Cherokee County,Cherokee County-Clarke County-GA
3442,Cherokee County-Harris County-TX-1920,"Harris County, TX",1920,2019,2020,55,2626000,27,914000,28,1712000,Cherokee County,Cherokee County-Harris County-TX
3443,Cherokee County-Lee County-FL-1920,"Lee County, FL",1920,2019,2020,53,2217000,54,1753000,-1,464000,Cherokee County,Cherokee County-Lee County-FL
3444,Cherokee County-Fayette County-GA-1920,"Fayette County, GA",1920,2019,2020,46,1972000,42,1946000,4,26000,Cherokee County,Cherokee County-Fayette County-GA
3445,Cherokee County-Houston County-GA-1920,"Houston County, GA",1920,2019,2020,44,1599000,47,1362000,-3,237000,Cherokee County,Cherokee County-Houston County-GA
3446,Cherokee County-Brevard County-FL-1920,"Brevard County, FL",1920,2019,2020,40,935000,49,1453000,-9,-518000,Cherokee County,Cherokee County-Brevard County-FL
3447,Cherokee County-Polk County-GA-1920,"Polk County, GA",1920,2019,2020,25,609000,45,691000,-20,-82000,Cherokee County,Cherokee County-Polk County-GA
3448,Cherokee County-Mecklenburg County-NC-1920,"Mecklenburg County, NC",1920,2019,2020,32,1504000,45,1878000,-13,-374000,Cherokee County,Cherokee County-Mecklenburg County-NC
3449,Cherokee County-Hamilton County-TN-1920,"Hamilton County, TN",1920,2019,2020,37,1742000,76,2153000,-39,-411000,Cherokee County,Cherokee County-Hamilton County-TN
3451,Clayton County-Fulton County-GA-1920,"Fulton County, GA",1920,2019,2020,7522,95274000,6869,93887000,653,1387000,Clayton County,Clayton County-Fulton County-GA
3452,Clayton County-DeKalb County-GA-1920,"DeKalb County, GA",1920,2019,2020,3566,46808000,2877,38594000,689,8214000,Clayton County,Clayton County-DeKalb County-GA
3453,Clayton County-Henry County-GA-1920,"Henry County, GA",1920,2019,2020,2897,46331000,5158,89500000,-2261,-43169000,Clayton County,Clayton County-Henry County-GA
3454,Clayton County-Cobb County-GA-1920,"Cobb County, GA",1920,2019,2020,948,14329000,934,13082000,14,1247000,Clayton County,Clayton County-Cobb County-GA
3455,Clayton County-Gwinnett County-GA-1920,"Gwinnett County, GA",1920,2019,2020,836,11881000,923,14071000,-87,-2190000,Clayton County,Clayton County-Gwinnett County-GA
3456,Clayton County-Fayette County-GA-1920,"Fayette County, GA",1920,2019,2020,573,9717000,1042,48752000,-469,-39035000,Clayton County,Clayton County-Fayette County-GA
3457,Clayton County-Spalding County-GA-1920,"Spalding County, GA",1920,2019,2020,435,5643000,595,10090000,-160,-4447000,Clayton County,Clayton County-Spalding County-GA
3458,Clayton County-Douglas County-GA-1920,"Douglas County, GA",1920,2019,2020,284,4469000,485,7271000,-201,-2802000,Clayton County,Clayton County-Douglas County-GA
3459,Clayton County-Rockdale County-GA-1920,"Rockdale County, GA",1920,2019,2020,264,3571000,311,4729000,-47,-1158000,Clayton County,Clayton County-Rockdale County-GA
3460,Clayton County-Coweta County-GA-1920,"Coweta County, GA",1920,2019,2020,235,4521000,381,7176000,-146,-2655000,Clayton County,Clayton County-Coweta County-GA
3461,Clayton County-Miami-Dade County-FL-1920,"Miami-Dade County, FL",1920,2019,2020,261,2882000,108,1398000,153,1484000,Clayton County,Clayton County-Miami-Dade County-FL
3462,Clayton County-Newton County-GA-1920,"Newton County, GA",1920,2019,2020,212,2843000,284,4320000,-72,-1477000,Clayton County,Clayton County-Newton County-GA
3463,Clayton County-Broward County-FL-1920,"Broward County, FL",1920,2019,2020,175,2678000,129,2028000,46,650000,Clayton County,Clayton County-Broward County-FL
3464,Clayton County-Bibb County-GA-1920,"Bibb County, GA",1920,2019,2020,152,1876000,139,1701000,13,175000,Clayton County,Clayton County-Bibb County-GA
3465,Clayton County-Kings County-NY-1920,"Kings County, NY",1920,2019,2020,126,2435000,50,505000,76,1930000,Clayton County,Clayton County-Kings County-NY
3466,Clayton County-Chatham County-GA-1920,"Chatham County, GA",1920,2019,2020,141,1941000,96,1810000,45,131000,Clayton County,Clayton County-Chatham County-GA
3467,Clayton County-Cook County-IL-1920,"Cook County, IL",1920,2019,2020,134,1737000,111,1292000,23,445000,Clayton County,Clayton County-Cook County-IL
3468,Clayton County-Muscogee County-GA-1920,"Muscogee County, GA",1920,2019,2020,134,1474000,84,1106000,50,368000,Clayton County,Clayton County-Muscogee County-GA
3469,Clayton County-Orange County-FL-1920,"Orange County, FL",1920,2019,2020,128,1898000,77,992000,51,906000,Clayton County,Clayton County-Orange County-FL
3470,Clayton County-Duval County-FL-1920,"Duval County, FL",1920,2019,2020,114,1319000,147,1977000,-33,-658000,Clayton County,Clayton County-Duval County-FL
3471,Clayton County-Paulding County-GA-1920,"Paulding County, GA",1920,2019,2020,119,1833000,131,2238000,-12,-405000,Clayton County,Clayton County-Paulding County-GA
3472,Clayton County-Los Angeles County-CA-1920,"Los Angeles County, CA",1920,2019,2020,109,2108000,85,1454000,24,654000,Clayton County,Clayton County-Los Angeles County-CA
3473,Clayton County-Harris County-TX-1920,"Harris County, TX",1920,2019,2020,89,1149000,95,1420000,-6,-271000,Clayton County,Clayton County-Harris County-TX
3474,Clayton County-Richmond County-GA-1920,"Richmond County, GA",1920,2019,2020,92,1218000,82,1110000,10,108000,Clayton County,Clayton County-Richmond County-GA
3475,Clayton County-Dougherty County-GA-1920,"Dougherty County, GA",1920,2019,2020,83,928000,56,606000,27,322000,Clayton County,Clayton County-Dougherty County-GA
3476,Clayton County-Wayne County-MI-1920,"Wayne County, MI",1920,2019,2020,69,885000,52,491000,17,394000,Clayton County,Clayton County-Wayne County-MI
3477,Clayton County-Bronx County-NY-1920,"Bronx County, NY",1920,2019,2020,71,1310000,70,538000,1,772000,Clayton County,Clayton County-Bronx County-NY
3478,Clayton County-Mecklenburg County-NC-1920,"Mecklenburg County, NC",1920,2019,2020,84,1155000,79,1377000,5,-222000,Clayton County,Clayton County-Mecklenburg County-NC
3479,Clayton County-Hillsborough County-FL-1920,"Hillsborough County, FL",1920,2019,2020,77,1149000,81,1300000,-4,-151000,Clayton County,Clayton County-Hillsborough County-FL
3480,Clayton County-Palm Beach County-FL-1920,"Palm Beach County, FL",1920,2019,2020,63,1396000,46,271000,17,1125000,Clayton County,Clayton County-Palm Beach County-FL
3481,Clayton County-Carroll County-GA-1920,"Carroll County, GA",1920,2019,2020,74,786000,65,887000,9,-101000,Clayton County,Clayton County-Carroll County-GA
3482,Clayton County-Marion County-IN-1920,"Marion County, IN",1920,2019,2020,66,693000,42,444000,24,249000,Clayton County,Clayton County-Marion County-IN
3483,Clayton County-Philadelphia County-PA-1920,"Philadelphia County, PA",1920,2019,2020,75,868000,49,446000,26,422000,Clayton County,Clayton County-Philadelphia County-PA
3484,Clayton County-Butts County-GA-1920,"Butts County, GA",1920,2019,2020,75,946000,121,2001000,-46,-1055000,Clayton County,Clayton County-Butts County-GA
3485,Clayton County-Shelby County-TN-1920,"Shelby County, TN",1920,2019,2020,60,714000,55,499000,5,215000,Clayton County,Clayton County-Shelby County-TN
3486,Clayton County-Houston County-GA-1920,"Houston County, GA",1920,2019,2020,53,682000,112,1772000,-59,-1090000,Clayton County,Clayton County-Houston County-GA
3487,Clayton County-Cumberland County-NC-1920,"Cumberland County, NC",1920,2019,2020,67,863000,36,386000,31,477000,Clayton County,Clayton County-Cumberland County-NC
3488,Clayton County-Montgomery County-AL-1920,"Montgomery County, AL",1920,2019,2020,54,861000,48,713000,6,148000,Clayton County,Clayton County-Montgomery County-AL
3489,Clayton County-Clark County-NV-1920,"Clark County, NV",1920,2019,2020,53,808000,79,992000,-26,-184000,Clayton County,Clayton County-Clark County-NV
3490,Clayton County-Cherokee County-GA-1920,"Cherokee County, GA",1920,2019,2020,45,920000,117,1877000,-72,-957000,Clayton County,Clayton County-Cherokee County-GA
3491,Clayton County-Davidson County-TN-1920,"Davidson County, TN",1920,2019,2020,45,814000,42,785000,3,29000,Clayton County,Clayton County-Davidson County-TN
3492,Clayton County-Jefferson County-AL-1920,"Jefferson County, AL",1920,2019,2020,49,758000,69,812000,-20,-54000,Clayton County,Clayton County-Jefferson County-AL
3493,Clayton County-Maricopa County-AZ-1920,"Maricopa County, AZ",1920,2019,2020,54,1103000,55,886000,-1,217000,Clayton County,Clayton County-Maricopa County-AZ
3494,Clayton County-Richland County-SC-1920,"Richland County, SC",1920,2019,2020,38,908000,50,548000,-12,360000,Clayton County,Clayton County-Richland County-SC
3495,Clayton County-Bartow County-GA-1920,"Bartow County, GA",1920,2019,2020,50,675000,44,504000,6,171000,Clayton County,Clayton County-Bartow County-GA
3496,Clayton County-Troup County-GA-1920,"Troup County, GA",1920,2019,2020,53,598000,74,903000,-21,-305000,Clayton County,Clayton County-Troup County-GA
3497,Clayton County-Dallas County-TX-1920,"Dallas County, TX",1920,2019,2020,43,790000,73,1029000,-30,-239000,Clayton County,Clayton County-Dallas County-TX
3499,Cobb County-Fulton County-GA-1920,"Fulton County, GA",1920,2019,2020,9931,499533000,8639,458587000,1292,40946000,Cobb County,Cobb County-Fulton County-GA
3500,Cobb County-DeKalb County-GA-1920,"DeKalb County, GA",1920,2019,2020,3698,141898000,2710,99739000,988,42159000,Cobb County,Cobb County-DeKalb County-GA
3501,Cobb County-Cherokee County-GA-1920,"Cherokee County, GA",1920,2019,2020,2874,88012000,5364,211013000,-2490,-123001000,Cobb County,Cobb County-Cherokee County-GA
3502,Cobb County-Paulding County-GA-1920,"Paulding County, GA",1920,2019,2020,3013,86571000,5685,145094000,-2672,-58523000,Cobb County,Cobb County-Paulding County-GA
3503,Cobb County-Gwinnett County-GA-1920,"Gwinnett County, GA",1920,2019,2020,2090,64320000,2192,60089000,-102,4231000,Cobb County,Cobb County-Gwinnett County-GA
3504,Cobb County-Douglas County-GA-1920,"Douglas County, GA",1920,2019,2020,1935,41779000,2980,55016000,-1045,-13237000,Cobb County,Cobb County-Douglas County-GA
3505,Cobb County-Clayton County-GA-1920,"Clayton County, GA",1920,2019,2020,934,13082000,948,14329000,-14,-1247000,Cobb County,Cobb County-Clayton County-GA
3506,Cobb County-Bartow County-GA-1920,"Bartow County, GA",1920,2019,2020,788,16822000,1489,47988000,-701,-31166000,Cobb County,Cobb County-Bartow County-GA
3507,Cobb County-Henry County-GA-1920,"Henry County, GA",1920,2019,2020,500,16996000,537,14564000,-37,2432000,Cobb County,Cobb County-Henry County-GA
3508,Cobb County-Forsyth County-GA-1920,"Forsyth County, GA",1920,2019,2020,446,21167000,1099,46800000,-653,-25633000,Cobb County,Cobb County-Forsyth County-GA
3509,Cobb County-Los Angeles County-CA-1920,"Los Angeles County, CA",1920,2019,2020,413,16164000,251,10490000,162,5674000,Cobb County,Cobb County-Los Angeles County-CA
3510,Cobb County-Broward County-FL-1920,"Broward County, FL",1920,2019,2020,412,9929000,269,11618000,143,-1689000,Cobb County,Cobb County-Broward County-FL
3511,Cobb County-Cook County-IL-1920,"Cook County, IL",1920,2019,2020,374,18393000,184,5936000,190,12457000,Cobb County,Cobb County-Cook County-IL
3512,Cobb County-Miami-Dade County-FL-1920,"Miami-Dade County, FL",1920,2019,2020,374,9817000,199,11518000,175,-1701000,Cobb County,Cobb County-Miami-Dade County-FL
3513,Cobb County-Carroll County-GA-1920,"Carroll County, GA",1920,2019,2020,286,8120000,427,10573000,-141,-2453000,Cobb County,Cobb County-Carroll County-GA
3514,Cobb County-Orange County-FL-1920,"Orange County, FL",1920,2019,2020,343,9832000,242,10538000,101,-706000,Cobb County,Cobb County-Orange County-FL
3515,Cobb County-Kings County-NY-1920,"Kings County, NY",1920,2019,2020,314,11950000,94,3325000,220,8625000,Cobb County,Cobb County-Kings County-NY
3516,Cobb County-Coweta County-GA-1920,"Coweta County, GA",1920,2019,2020,235,9753000,318,17224000,-83,-7471000,Cobb County,Cobb County-Coweta County-GA
3517,Cobb County-Harris County-TX-1920,"Harris County, TX",1920,2019,2020,289,12271000,292,12172000,-3,99000,Cobb County,Cobb County-Harris County-TX
3518,Cobb County-Fayette County-GA-1920,"Fayette County, GA",1920,2019,2020,238,9771000,324,14546000,-86,-4775000,Cobb County,Cobb County-Fayette County-GA
3519,Cobb County-Chatham County-GA-1920,"Chatham County, GA",1920,2019,2020,206,9868000,144,4533000,62,5335000,Cobb County,Cobb County-Chatham County-GA
3520,Cobb County-Mecklenburg County-NC-1920,"Mecklenburg County, NC",1920,2019,2020,204,8997000,272,15840000,-68,-6843000,Cobb County,Cobb County-Mecklenburg County-NC
3521,Cobb County-Palm Beach County-FL-1920,"Palm Beach County, FL",1920,2019,2020,248,8860000,229,12693000,19,-3833000,Cobb County,Cobb County-Palm Beach County-FL
3522,Cobb County-Duval County-FL-1920,"Duval County, FL",1920,2019,2020,218,7889000,245,10417000,-27,-2528000,Cobb County,Cobb County-Duval County-FL
3523,Cobb County-New York County-NY-1920,"New York County, NY",1920,2019,2020,191,14816000,89,3859000,102,10957000,Cobb County,Cobb County-New York County-NY
3524,Cobb County-Hillsborough County-FL-1920,"Hillsborough County, FL",1920,2019,2020,241,7988000,265,10016000,-24,-2028000,Cobb County,Cobb County-Hillsborough County-FL
3525,Cobb County-Queens County-NY-1920,"Queens County, NY",1920,2019,2020,219,7136000,53,1148000,166,5988000,Cobb County,Cobb County-Queens County-NY
3526,Cobb County-Jefferson County-AL-1920,"Jefferson County, AL",1920,2019,2020,210,9822000,139,6325000,71,3497000,Cobb County,Cobb County-Jefferson County-AL
3527,Cobb County-Bibb County-GA-1920,"Bibb County, GA",1920,2019,2020,192,6042000,135,3244000,57,2798000,Cobb County,Cobb County-Bibb County-GA
3528,Cobb County-Maricopa County-AZ-1920,"Maricopa County, AZ",1920,2019,2020,190,7996000,174,8165000,16,-169000,Cobb County,Cobb County-Maricopa County-AZ
3529,Cobb County-Muscogee County-GA-1920,"Muscogee County, GA",1920,2019,2020,180,5256000,124,3299000,56,1957000,Cobb County,Cobb County-Muscogee County-GA
3530,Cobb County-Clarke County-GA-1920,"Clarke County, GA",1920,2019,2020,127,3184000,119,3386000,8,-202000,Cobb County,Cobb County-Clarke County-GA
3531,Cobb County-Floyd County-GA-1920,"Floyd County, GA",1920,2019,2020,163,5602000,209,6547000,-46,-945000,Cobb County,Cobb County-Floyd County-GA
3532,Cobb County-Hall County-GA-1920,"Hall County, GA",1920,2019,2020,148,4709000,217,14505000,-69,-9796000,Cobb County,Cobb County-Hall County-GA
3533,Cobb County-Rockdale County-GA-1920,"Rockdale County, GA",1920,2019,2020,171,3169000,199,4544000,-28,-1375000,Cobb County,Cobb County-Rockdale County-GA
3534,Cobb County-Dallas County-TX-1920,"Dallas County, TX",1920,2019,2020,179,8062000,214,6824000,-35,1238000,Cobb County,Cobb County-Dallas County-TX
3535,Cobb County-Shelby County-TN-1920,"Shelby County, TN",1920,2019,2020,151,5899000,115,4226000,36,1673000,Cobb County,Cobb County-Shelby County-TN
3536,Cobb County-Wake County-NC-1920,"Wake County, NC",1920,2019,2020,147,6896000,172,8133000,-25,-1237000,Cobb County,Cobb County-Wake County-NC
3537,Cobb County-Newton County-GA-1920,"Newton County, GA",1920,2019,2020,141,3286000,143,4722000,-2,-1436000,Cobb County,Cobb County-Newton County-GA
3538,Cobb County-Davidson County-TN-1920,"Davidson County, TN",1920,2019,2020,124,7999000,144,6814000,-20,1185000,Cobb County,Cobb County-Davidson County-TN
3539,Cobb County-Orange County-CA-1920,"Orange County, CA",1920,2019,2020,147,7766000,98,7573000,49,193000,Cobb County,Cobb County-Orange County-CA
3540,Cobb County-Hamilton County-TN-1920,"Hamilton County, TN",1920,2019,2020,157,5649000,158,7960000,-1,-2311000,Cobb County,Cobb County-Hamilton County-TN
3541,Cobb County-Pinellas County-FL-1920,"Pinellas County, FL",1920,2019,2020,122,6967000,130,4843000,-8,2124000,Cobb County,Cobb County-Pinellas County-FL
3542,Cobb County-Tarrant County-TX-1920,"Tarrant County, TX",1920,2019,2020,150,5833000,141,5373000,9,460000,Cobb County,Cobb County-Tarrant County-TX
3543,Cobb County-Fairfax County-VA-1920,"Fairfax County, VA",1920,2019,2020,146,8308000,102,3581000,44,4727000,Cobb County,Cobb County-Fairfax County-VA
3544,Cobb County-Houston County-GA-1920,"Houston County, GA",1920,2019,2020,119,3549000,128,3589000,-9,-40000,Cobb County,Cobb County-Houston County-GA
3545,Cobb County-Richmond County-GA-1920,"Richmond County, GA",1920,2019,2020,112,2975000,122,2695000,-10,280000,Cobb County,Cobb County-Richmond County-GA
3546,Cobb County-San Diego County-CA-1920,"San Diego County, CA",1920,2019,2020,138,4503000,150,4731000,-12,-228000,Cobb County,Cobb County-San Diego County-CA
3547,Cobb County-Philadelphia County-PA-1920,"Philadelphia County, PA",1920,2019,2020,112,3933000,52,1007000,60,2926000,Cobb County,Cobb County-Philadelphia County-PA
3548,Cobb County-Clark County-NV-1920,"Clark County, NV",1920,2019,2020,128,2868000,151,4420000,-23,-1552000,Cobb County,Cobb County-Clark County-NV
3549,Cobb County-Franklin County-OH-1920,"Franklin County, OH",1920,2019,2020,132,5100000,83,2799000,49,2301000,Cobb County,Cobb County-Franklin County-OH
3550,Cobb County-Wayne County-MI-1920,"Wayne County, MI",1920,2019,2020,120,3258000,83,2323000,37,935000,Cobb County,Cobb County-Wayne County-MI
3551,Cobb County-King County-WA-1920,"King County, WA",1920,2019,2020,99,7979000,163,8670000,-64,-691000,Cobb County,Cobb County-King County-WA
3552,Cobb County-Bronx County-NY-1920,"Bronx County, NY",1920,2019,2020,121,2709000,44,513000,77,2196000,Cobb County,Cobb County-Bronx County-NY
3553,Cobb County-District of Columbia-DC-1920,"District of Columbia, DC",1920,2019,2020,84,4052000,50,1806000,34,2246000,Cobb County,Cobb County-District of Columbia-DC
3554,Cobb County-St. Louis County-MO-1920,"St. Louis County, MO",1920,2019,2020,119,3509000,68,3124000,51,385000,Cobb County,Cobb County-St. Louis County-MO
3555,Cobb County-Brevard County-FL-1920,"Brevard County, FL",1920,2019,2020,87,3179000,101,4417000,-14,-1238000,Cobb County,Cobb County-Brevard County-FL
3556,Cobb County-Columbia County-GA-1920,"Columbia County, GA",1920,2019,2020,95,3569000,110,3102000,-15,467000,Cobb County,Cobb County-Columbia County-GA
3557,Cobb County-Montgomery County-AL-1920,"Montgomery County, AL",1920,2019,2020,100,2486000,62,1845000,38,641000,Cobb County,Cobb County-Montgomery County-AL
3558,Cobb County-Lee County-FL-1920,"Lee County, FL",1920,2019,2020,105,4133000,70,5669000,35,-1536000,Cobb County,Cobb County-Lee County-FL
3559,Cobb County-Oakland County-MI-1920,"Oakland County, MI",1920,2019,2020,107,6475000,100,3783000,7,2692000,Cobb County,Cobb County-Oakland County-MI
3560,Cobb County-Charleston County-SC-1920,"Charleston County, SC",1920,2019,2020,91,3720000,137,7734000,-46,-4014000,Cobb County,Cobb County-Charleston County-SC
3561,Cobb County-Richland County-SC-1920,"Richland County, SC",1920,2019,2020,98,2939000,76,3522000,22,-583000,Cobb County,Cobb County-Richland County-SC
3562,Cobb County-Prince George's County-MD-1920,"Prince George's County, MD",1920,2019,2020,86,2467000,79,1709000,7,758000,Cobb County,Cobb County-Prince George's County-MD
3563,Cobb County-Essex County-NJ-1920,"Essex County, NJ",1920,2019,2020,101,2605000,32,1593000,69,1012000,Cobb County,Cobb County-Essex County-NJ
3564,Cobb County-Nassau County-NY-1920,"Nassau County, NY",1920,2019,2020,98,4817000,42,1536000,56,3281000,Cobb County,Cobb County-Nassau County-NY
3565,Cobb County-Travis County-TX-1920,"Travis County, TX",1920,2019,2020,95,3894000,105,4346000,-10,-452000,Cobb County,Cobb County-Travis County-TX
3566,Cobb County-Leon County-FL-1920,"Leon County, FL",1920,2019,2020,83,2626000,50,1612000,33,1014000,Cobb County,Cobb County-Leon County-FL
3567,Cobb County-Polk County-GA-1920,"Polk County, GA",1920,2019,2020,85,2300000,162,3632000,-77,-1332000,Cobb County,Cobb County-Polk County-GA
3568,Cobb County-Lowndes County-GA-1920,"Lowndes County, GA",1920,2019,2020,76,1905000,38,1037000,38,868000,Cobb County,Cobb County-Lowndes County-GA
3569,Cobb County-Walton County-GA-1920,"Walton County, GA",1920,2019,2020,87,2241000,153,3982000,-66,-1741000,Cobb County,Cobb County-Walton County-GA
3570,Cobb County-Dougherty County-GA-1920,"Dougherty County, GA",1920,2019,2020,94,2842000,36,783000,58,2059000,Cobb County,Cobb County-Dougherty County-GA
3571,Cobb County-Volusia County-FL-1920,"Volusia County, FL",1920,2019,2020,83,1983000,81,3079000,2,-1096000,Cobb County,Cobb County-Volusia County-FL
3572,Cobb County-Alameda County-CA-1920,"Alameda County, CA",1920,2019,2020,94,6597000,59,3700000,35,2897000,Cobb County,Cobb County-Alameda County-CA
3573,Cobb County-Middlesex County-MA-1920,"Middlesex County, MA",1920,2019,2020,76,3991000,74,5163000,2,-1172000,Cobb County,Cobb County-Middlesex County-MA
3574,Cobb County-Riverside County-CA-1920,"Riverside County, CA",1920,2019,2020,90,2663000,52,2015000,38,648000,Cobb County,Cobb County-Riverside County-CA
3575,Cobb County-Allegheny County-PA-1920,"Allegheny County, PA",1920,2019,2020,87,2927000,55,2442000,32,485000,Cobb County,Cobb County-Allegheny County-PA
3576,Cobb County-Mobile County-AL-1920,"Mobile County, AL",1920,2019,2020,96,1837000,79,1789000,17,48000,Cobb County,Cobb County-Mobile County-AL
3577,Cobb County-Cuyahoga County-OH-1920,"Cuyahoga County, OH",1920,2019,2020,87,2069000,84,2330000,3,-261000,Cobb County,Cobb County-Cuyahoga County-OH
3578,Cobb County-Knox County-TN-1920,"Knox County, TN",1920,2019,2020,78,2797000,84,3788000,-6,-991000,Cobb County,Cobb County-Knox County-TN
3579,Cobb County-Pickens County-GA-1920,"Pickens County, GA",1920,2019,2020,62,2204000,195,10573000,-133,-8369000,Cobb County,Cobb County-Pickens County-GA
3580,Cobb County-Greenville County-SC-1920,"Greenville County, SC",1920,2019,2020,93,2081000,106,5622000,-13,-3541000,Cobb County,Cobb County-Greenville County-SC
3581,Cobb County-Bexar County-TX-1920,"Bexar County, TX",1920,2019,2020,86,2787000,93,9208000,-7,-6421000,Cobb County,Cobb County-Bexar County-TX
3582,Cobb County-Lee County-AL-1920,"Lee County, AL",1920,2019,2020,56,1596000,72,8778000,-16,-7182000,Cobb County,Cobb County-Lee County-AL
3583,Cobb County-Santa Clara County-CA-1920,"Santa Clara County, CA",1920,2019,2020,75,5989000,86,4698000,-11,1291000,Cobb County,Cobb County-Santa Clara County-CA
3584,Cobb County-Escambia County-FL-1920,"Escambia County, FL",1920,2019,2020,83,1539000,92,3437000,-9,-1898000,Cobb County,Cobb County-Escambia County-FL
3585,Cobb County-Whitfield County-GA-1920,"Whitfield County, GA",1920,2019,2020,69,1196000,70,1881000,-1,-685000,Cobb County,Cobb County-Whitfield County-GA
3586,Cobb County-Hudson County-NJ-1920,"Hudson County, NJ",1920,2019,2020,73,4072000,53,3068000,20,1004000,Cobb County,Cobb County-Hudson County-NJ
3587,Cobb County-Hamilton County-OH-1920,"Hamilton County, OH",1920,2019,2020,80,2001000,55,2185000,25,-184000,Cobb County,Cobb County-Hamilton County-OH
